                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.4749,                  1.124,                0.93937,                0.39143,                0.30134,                0.29514,                0.16859,                 1.3938,                 1.0533,                0.92427,               0.007129,               0.007129,               0.007129
                     32,                  1.476,                 1.1212,                0.94024,                0.40674,                0.29881,                0.29696,                0.17054,                 1.3885,                 1.0467,                0.92285,                0.00703,                0.00703,                0.00703
                     33,                 1.4742,                 1.1221,                0.94262,                0.39723,                0.30242,                0.29376,                0.16932,                 1.3893,                 1.0532,                0.92289,               0.006931,               0.006931,               0.006931
                     34,                 1.4712,                 1.1131,                 0.9383,                0.40397,                0.30505,                0.29821,                0.17279,                 1.3838,                 1.0384,                0.92225,               0.006832,               0.006832,               0.006832
                     35,                 1.4603,                 1.1073,                0.93783,                0.40143,                0.30295,                0.29951,                0.17212,                  1.379,                  1.039,                0.92026,               0.006733,               0.006733,               0.006733
                     36,                 1.4652,                 1.1095,                0.93715,                0.39046,                 0.3091,                0.29813,                0.17116,                 1.3862,                 1.0438,                0.92131,               0.006634,               0.006634,               0.006634
                     37,                 1.4488,                 1.0966,                0.93594,                0.40786,                0.30809,                0.29964,                0.17421,                 1.3783,                 1.0375,                 0.9193,               0.006535,               0.006535,               0.006535
                     38,                  1.459,                 1.1002,                 0.9344,                0.42505,                0.30462,                 0.3036,                0.17426,                 1.3787,                 1.0366,                0.92013,               0.006436,               0.006436,               0.006436
                     39,                 1.4499,                 1.0921,                0.93447,                0.40269,                0.30765,                0.30105,                0.17294,                 1.3749,                 1.0336,                0.92014,               0.006337,               0.006337,               0.006337
                     40,                  1.456,                 1.0909,                0.93458,                0.41274,                0.30615,                0.30684,                0.17677,                 1.3766,                  1.026,                0.91914,               0.006238,               0.006238,               0.006238
                     41,                  1.452,                 1.0901,                0.93344,                0.40669,                0.31008,                0.30427,                0.17578,                  1.371,                 1.0277,                 0.9182,               0.006139,               0.006139,               0.006139
                     42,                 1.4463,                 1.0829,                0.93175,                 0.4064,                0.31332,                0.30765,                0.17778,                 1.3675,                 1.0248,                0.91747,                0.00604,                0.00604,                0.00604
                     43,                 1.4465,                 1.0855,                0.93292,                0.42072,                0.31335,                0.31166,                 0.1799,                 1.3656,                 1.0192,                0.91764,               0.005941,               0.005941,               0.005941
                     44,                 1.4411,                 1.0796,                0.93004,                0.41718,                0.31243,                0.30968,                0.17788,                 1.3674,                 1.0179,                0.91735,               0.005842,               0.005842,               0.005842
                     45,                 1.4421,                 1.0799,                0.93184,                0.40919,                0.31348,                0.30789,                0.17844,                 1.3633,                  1.018,                0.91712,               0.005743,               0.005743,               0.005743
                     46,                 1.4407,                 1.0708,                0.93106,                0.41096,                0.30965,                0.30746,                0.17758,                 1.3617,                 1.0151,                0.91628,               0.005644,               0.005644,               0.005644
                     47,                 1.4354,                 1.0692,                0.92982,                 0.4189,                0.31552,                0.31021,                 0.1799,                 1.3589,                 1.0159,                0.91663,               0.005545,               0.005545,               0.005545
                     48,                 1.4286,                 1.0602,                0.92896,                 0.4097,                0.31179,                0.30984,                 0.1796,                 1.3582,                 1.0115,                0.91605,               0.005446,               0.005446,               0.005446
                     49,                 1.4224,                 1.0592,                0.92678,                0.41982,                0.31409,                 0.3109,                0.17944,                 1.3576,                  1.011,                0.91519,               0.005347,               0.005347,               0.005347
                     50,                 1.4318,                 1.0648,                0.92683,                0.41163,                0.31534,                0.31331,                0.18181,                 1.3544,                 1.0063,                0.91481,               0.005248,               0.005248,               0.005248
                     51,                 1.4297,                  1.063,                 0.9269,                0.41128,                0.31848,                0.31468,                0.18112,                 1.3522,                 1.0077,                0.91354,               0.005149,               0.005149,               0.005149
                     52,                 1.4297,                  1.059,                0.92754,                0.40967,                0.31673,                0.31219,                0.18085,                  1.356,                 1.0057,                0.91531,                0.00505,                0.00505,                0.00505
                     53,                 1.4186,                 1.0527,                0.92701,                0.42063,                0.31691,                0.31575,                0.18368,                  1.355,                 1.0038,                0.91444,               0.004951,               0.004951,               0.004951
                     54,                 1.4174,                 1.0463,                0.92441,                0.41581,                0.31621,                0.31544,                0.18363,                 1.3523,                 1.0025,                0.91379,               0.004852,               0.004852,               0.004852
                     55,                  1.424,                 1.0507,                0.92592,                0.41771,                0.32506,                0.31973,                0.18583,                 1.3471,                0.99834,                0.91251,               0.004753,               0.004753,               0.004753
                     56,                 1.4137,                 1.0451,                0.92574,                 0.4161,                0.32119,                0.31547,                0.18232,                 1.3503,                0.99827,                0.91374,               0.004654,               0.004654,               0.004654
                     57,                  1.416,                 1.0456,                0.92408,                 0.4199,                0.31915,                0.31639,                0.18369,                 1.3498,                 1.0005,                0.91312,               0.004555,               0.004555,               0.004555
                     58,                 1.4218,                 1.0398,                0.92293,                0.42551,                0.32153,                0.31726,                0.18365,                 1.3471,                0.99738,                0.91313,               0.004456,               0.004456,               0.004456
                     59,                 1.4083,                 1.0358,                0.92479,                0.41779,                0.32024,                0.31602,                0.18431,                 1.3476,                0.99539,                0.91327,               0.004357,               0.004357,               0.004357
                     60,                 1.4068,                  1.033,                0.92369,                0.41859,                0.32014,                0.31773,                0.18523,                 1.3471,                0.99275,                0.91295,               0.004258,               0.004258,               0.004258
                     61,                 1.4058,                 1.0325,                 0.9218,                0.42491,                0.31611,                0.31696,                 0.1851,                 1.3457,                0.99234,                0.91254,               0.004159,               0.004159,               0.004159
                     62,                 1.4078,                 1.0349,                0.92083,                0.43192,                 0.3235,                0.32156,                0.18681,                 1.3466,                 0.9891,                0.91289,                0.00406,                0.00406,                0.00406
                     63,                 1.3954,                  1.026,                  0.922,                0.44309,                0.31927,                0.32173,                0.18626,                 1.3425,                0.99172,                0.91224,               0.003961,               0.003961,               0.003961
                     64,                 1.4053,                 1.0285,                0.92129,                0.43092,                0.32236,                0.32086,                0.18634,                 1.3443,                0.98963,                0.91204,               0.003862,               0.003862,               0.003862
                     65,                 1.4006,                 1.0266,                0.92114,                0.43027,                0.32207,                0.32194,                0.18779,                 1.3405,                0.98935,                0.91169,               0.003763,               0.003763,               0.003763
                     66,                 1.3837,                 1.0095,                 0.9186,                0.42528,                0.32752,                0.32272,                 0.1879,                 1.3392,                 0.9872,                0.91123,               0.003664,               0.003664,               0.003664
                     67,                 1.3978,                 1.0224,                0.91963,                0.42348,                0.32711,                0.32136,                0.18685,                 1.3359,                  0.985,                0.91032,               0.003565,               0.003565,               0.003565
                     68,                 1.3972,                 1.0185,                0.91795,                0.43396,                0.32694,                0.32419,                0.18853,                 1.3332,                0.98049,                0.90979,               0.003466,               0.003466,               0.003466
                     69,                 1.3884,                 1.0134,                0.91882,                0.42024,                 0.3293,                0.32453,                0.18949,                 1.3339,                0.98075,                0.91034,               0.003367,               0.003367,               0.003367
                     70,                 1.3883,                  1.008,                0.91834,                0.43417,                0.32415,                0.32741,                0.19124,                 1.3341,                0.97979,                0.91014,               0.003268,               0.003268,               0.003268
                     71,                 1.3879,                 1.0067,                0.91686,                0.43638,                0.32534,                0.32538,                0.18954,                 1.3335,                0.98006,                0.90973,               0.003169,               0.003169,               0.003169
                     72,                  1.388,                 1.0041,                0.91686,                0.43534,                0.32511,                0.32528,                0.18981,                 1.3353,                0.97977,                0.90925,                0.00307,                0.00307,                0.00307
                     73,                 1.3862,                 1.0061,                0.91681,                0.43067,                0.32719,                0.32619,                0.19009,                 1.3335,                0.97754,                0.90914,               0.002971,               0.002971,               0.002971
                     74,                 1.3848,                 1.0045,                0.91653,                0.43988,                0.32699,                0.32578,                0.18989,                 1.3331,                0.97666,                0.90952,               0.002872,               0.002872,               0.002872
                     75,                 1.3785,                0.99572,                0.91531,                0.44731,                0.32802,                 0.3273,                0.19059,                  1.335,                0.97519,                0.90984,               0.002773,               0.002773,               0.002773
                     76,                 1.3796,                0.99815,                0.91627,                0.44038,                0.32554,                0.32604,                0.19027,                  1.333,                0.97588,                0.90906,               0.002674,               0.002674,               0.002674
                     77,                 1.3812,                 0.9989,                0.91494,                0.42887,                0.32763,                0.32667,                0.18982,                 1.3323,                0.97465,                 0.9088,               0.002575,               0.002575,               0.002575
                     78,                  1.378,                0.99435,                0.91574,                0.42724,                0.33529,                0.32901,                0.19187,                 1.3311,                0.97119,                0.90823,               0.002476,               0.002476,               0.002476
                     79,                  1.376,                0.99164,                0.91311,                0.43366,                 0.3338,                0.33116,                0.19279,                  1.331,                0.96979,                0.90818,               0.002377,               0.002377,               0.002377
                     80,                   1.37,                0.98823,                0.91396,                0.44169,                   0.33,                0.33145,                0.19254,                 1.3293,                0.96983,                0.90803,               0.002278,               0.002278,               0.002278
                     81,                   1.37,                0.98801,                0.91284,                0.43943,                0.32838,                0.33044,                0.19224,                 1.3273,                0.96954,                0.90758,               0.002179,               0.002179,               0.002179
                     82,                 1.3667,                0.98616,                0.91302,                0.44337,                0.33148,                 0.3305,                0.19225,                 1.3271,                0.96968,                 0.9075,                0.00208,                0.00208,                0.00208
                     83,                 1.3649,                0.97817,                0.91321,                0.43706,                0.33319,                0.33124,                0.19209,                 1.3275,                0.96904,                0.90768,               0.001981,               0.001981,               0.001981
                     84,                 1.3604,                0.97604,                 0.9113,                0.44218,                0.33083,                0.33041,                 0.1926,                 1.3274,                0.96973,                0.90772,               0.001882,               0.001882,               0.001882
                     85,                 1.3579,                0.97141,                0.91186,                0.44377,                0.32941,                0.33034,                0.19206,                  1.326,                0.97046,                0.90724,               0.001783,               0.001783,               0.001783
                     86,                 1.3582,                0.97093,                0.91128,                0.43832,                0.33173,                0.33059,                0.19265,                 1.3269,                0.97009,                0.90766,               0.001684,               0.001684,               0.001684
                     87,                 1.3587,                0.97097,                0.91041,                0.43617,                0.33409,                0.33015,                0.19224,                 1.3255,                0.96958,                0.90757,               0.001585,               0.001585,               0.001585
                     88,                 1.3608,                0.97241,                0.91228,                0.43902,                0.33192,                 0.3296,                0.19203,                 1.3255,                0.96866,                0.90768,               0.001486,               0.001486,               0.001486
                     89,                 1.3551,                0.96757,                0.91062,                0.43524,                0.33505,                0.33053,                0.19235,                 1.3255,                0.96789,                0.90717,               0.001387,               0.001387,               0.001387
                     90,                 1.3599,                0.96773,                0.90988,                 0.4374,                0.33404,                0.33138,                0.19303,                 1.3244,                0.96706,                0.90685,               0.001288,               0.001288,               0.001288
                     91,                 1.3454,                0.95312,                0.90842,                0.43807,                0.33017,                0.32858,                0.19156,                 1.3301,                0.96912,                0.90781,               0.001189,               0.001189,               0.001189
                     92,                  1.335,                0.93812,                0.90651,                 0.4318,                0.32961,                0.32671,                0.19065,                 1.3307,                0.96986,                0.90794,                0.00109,                0.00109,                0.00109
                     93,                  1.333,                 0.9366,                0.90571,                0.42541,                0.33405,                0.32655,                0.19003,                 1.3333,                0.97204,                0.90843,               0.000991,               0.000991,               0.000991
                     94,                 1.3336,                0.93387,                0.90519,                0.42606,                0.33177,                0.32669,                0.19038,                 1.3329,                0.97221,                0.90837,               0.000892,               0.000892,               0.000892
                     95,                 1.3249,                0.92466,                 0.9046,                0.42832,                0.33209,                0.32749,                0.19093,                 1.3335,                0.97199,                0.90864,               0.000793,               0.000793,               0.000793
                     96,                 1.3227,                0.92178,                0.90476,                0.43026,                0.32976,                0.32689,                0.19062,                 1.3332,                0.97205,                0.90854,               0.000694,               0.000694,               0.000694
                     97,                 1.3221,                0.91875,                0.90345,                0.42854,                0.33189,                  0.327,                0.19072,                 1.3327,                0.97218,                0.90838,               0.000595,               0.000595,               0.000595
                     98,                 1.3159,                0.91456,                0.90146,                0.42667,                0.33382,                0.32797,                0.19091,                 1.3321,                0.97117,                0.90816,               0.000496,               0.000496,               0.000496
                     99,                 1.3139,                 0.9144,                0.90256,                0.43251,                0.33028,                0.32774,                0.19087,                 1.3315,                0.97043,                0.90816,               0.000397,               0.000397,               0.000397
                    100,                  1.316,                0.91234,                0.90198,                0.43204,                0.33166,                0.32743,                0.19078,                 1.3316,                0.96965,                0.90821,               0.000298,               0.000298,               0.000298
